trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
292,False,"{'a': 1.0, 'e': 0.0034129692832764505}",25,13,20.05009327167622,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
293,False,"{'a': 1.0, 'e': 0.003401360544217687}",20,16,5.504317712506875,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 1.0, 'e': 0.003389830508474576}",20,10,19.377882042221188,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 1.0, 'e': 0.0033783783783783786}",20,15,10.218356885321377,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 1.0, 'e': 0.003367003367003367}",20,2,30.668028145013793,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 1.0, 'e': 0.003355704697986577}",20,13,15.573398403919402,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 1.0, 'e': 0.0033444816053511705}",35,25,21.454249289655195,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 1.0, 'e': 0.0033333333333333335}",30,24,12.938709439047063,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
300,False,"{'a': 1.0, 'e': 0.0033222591362126247}",20,6,25.433162961568073,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
301,False,"{'a': 1.0, 'e': 0.0033112582781456954}",30,21,17.744389169730606,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
302,False,"{'a': 1.0, 'e': 0.0033003300330033004}",25,3,35.528207997793515,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
303,False,"{'a': 1.0, 'e': 0.003289473684210526}",20,3,30.36822897733524,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
304,False,"{'a': 1.0, 'e': 0.003278688524590164}",30,13,31.698360406522198,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
305,False,"{'a': 1.0, 'e': 0.0032679738562091504}",25,20,9.613082073292048,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
306,False,"{'a': 1.0, 'e': 0.003257328990228013}",20,11,11.450226737262973,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
307,False,"{'a': 1.0, 'e': 0.003246753246753247}",25,13,26.700731229940274,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
308,False,"{'a': 1.0, 'e': 0.003236245954692557}",25,11,25.642162784890882,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
309,False,"{'a': 1.0, 'e': 0.0032258064516129032}",25,10,14.366144839532383,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
310,False,"{'a': 1.0, 'e': 0.003215434083601286}",30,20,18.69450677029254,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
311,False,"{'a': 1.0, 'e': 0.003205128205128205}",20,8,18.88836099329964,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
312,False,"{'a': 1.0, 'e': 0.003194888178913738}",20,10,18.1794552141166,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
313,False,"{'a': 1.0, 'e': 0.0031847133757961785}",30,22,13.949576005622923,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
314,False,"{'a': 1.0, 'e': 0.0031746031746031746}",20,3,31.36143770044472,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
315,False,"{'a': 1.0, 'e': 0.0031645569620253164}",25,6,38.03340639344527,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
316,False,"{'a': 1.0, 'e': 0.0031545741324921135}",20,10,18.261612536489388,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
317,False,"{'a': 1.0, 'e': 0.0031446540880503146}",30,8,32.775750916835904,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
318,False,"{'a': 1.0, 'e': 0.003134796238244514}",35,22,24.34065996028473,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
319,False,"{'a': 1.0, 'e': 0.003125}",25,0,33.481887856464795,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
320,False,"{'a': 1.0, 'e': 0.003115264797507788}",25,8,30.769880483794534,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
321,False,"{'a': 1.0, 'e': 0.003105590062111801}",20,8,24.863644117436866,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
322,False,"{'a': 1.0, 'e': 0.0030959752321981426}",20,12,17.584783788234713,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
323,False,"{'a': 1.0, 'e': 0.0030864197530864196}",25,16,18.066030326675033,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
324,False,"{'a': 1.0, 'e': 0.003076923076923077}",25,12,26.026623815666735,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
325,False,"{'a': 1.0, 'e': 0.003067484662576687}",25,16,16.83598165840181,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
326,False,"{'a': 1.0, 'e': 0.0030581039755351682}",20,15,7.759469778539099,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
327,False,"{'a': 1.0, 'e': 0.003048780487804878}",20,2,32.88387802676838,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
328,False,"{'a': 1.0, 'e': 0.00303951367781155}",25,14,20.794584461556102,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
329,False,"{'a': 1.0, 'e': 0.0030303030303030303}",30,16,30.85909892596541,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
330,False,"{'a': 1.0, 'e': 0.0030211480362537764}",30,18,19.072803996943435,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
331,False,"{'a': 1.0, 'e': 0.0030120481927710845}",20,16,5.922986603238155,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
332,False,"{'a': 1.0, 'e': 0.003003003003003003}",25,19,12.026088606941219,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
333,False,"{'a': 1.0, 'e': 0.0029940119760479044}",20,10,22.495949993860638,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
334,False,"{'a': 1.0, 'e': 0.0029850746268656717}",25,16,14.762569349097687,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
335,False,"{'a': 1.0, 'e': 0.002976190476190476}",25,12,22.94627738275669,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
336,False,"{'a': 1.0, 'e': 0.002967359050445104}",25,17,11.43197474612014,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
337,False,"{'a': 1.0, 'e': 0.0029585798816568047}",30,20,-24.089359391001164,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
338,False,"{'a': 1.0, 'e': 0.0029498525073746312}",25,8,33.38044898171811,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
339,False,"{'a': 1.0, 'e': 0.0029411764705882353}",20,14,9.685907828416415,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
340,False,"{'a': 1.0, 'e': 0.002932551319648094}",25,0,31.234046444028348,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
341,False,"{'a': 1.0, 'e': 0.0029239766081871343}",30,16,23.199205634600997,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
342,False,"{'a': 1.0, 'e': 0.0029154518950437317}",20,11,18.275804063515405,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
343,False,"{'a': 1.0, 'e': 0.0029069767441860465}",25,19,11.07256353969755,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
344,False,"{'a': 1.0, 'e': 0.002898550724637681}",30,19,19.295525664338008,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
345,False,"{'a': 1.0, 'e': 0.002890173410404624}",20,13,14.930608978609266,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
346,False,"{'a': 1.0, 'e': 0.002881844380403458}",20,5,22.97676420578956,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
347,False,"{'a': 1.0, 'e': 0.0028735632183908046}",25,16,15.846701960183498,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
348,False,"{'a': 1.0, 'e': 0.0028653295128939827}",20,5,23.168152185917098,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
349,False,"{'a': 1.0, 'e': 0.002857142857142857}",20,4,25.471922438938634,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
350,False,"{'a': 1.0, 'e': 0.002849002849002849}",25,20,9.08463986522829,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
